,college_name,score_type,seat_type,branch,max,min,Max Rank,Min Rank
0,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Computer Engineering,100.0,99.8298435,1,509
1,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Computer Engineering,99.9952734,99.8176145,13,546
2,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Information Technology,99.8720682,99.6872778,382,937
3,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OPEN,Computer Engineering,100.0,99.5506787,1,1346
4,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Computer Engineering,99.7353121,99.5918763,793,1223
5,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Information Technology,99.7299218,99.5200383,809,1438
6,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Information Technology,99.6625855,99.5735607,1011,1278
7,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Computer Engineering,99.5887885,99.4658978,1232,1601
8,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OPEN,Computer Engineering,99.7327762,99.3993283,800,1801
9,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,99.6642989,99.344087,1006,1966
10,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,99.4881273,99.352924,1534,1940
11,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Computer Engineering,99.5887885,99.1691769,1232,2491
12,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Computer Engineering,99.5403932,98.9954986,1377,3012
13,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Information Technology,99.3335539,99.0665719,1998,2799
14,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,99.2532022,99.0665719,2239,2799
15,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Computer Engineering,99.3175031,98.8479706,2046,3455
16,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,99.0258505,98.7137029,2921,3857
17,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Computer Engineering,99.2760664,98.5259964,2170,4421
18,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Computer Engineering,99.1089625,98.4671602,2672,4597
19,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Electrical Engineering,98.9547367,98.543253,3134,4369
20,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Information Technology,99.3023917,98.4625863,2091,4611
21,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Electrical Engineering,99.2153897,98.4461129,2352,4660
22,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,99.352924,98.2085548,1940,5373
23,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Computer Engineering,98.663881,98.663881,4007,4007
24,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,MI,Computer Engineering,99.648823,97.9803335,1052,6058
25,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Information Technology,98.907889,98.3393328,3275,4981
26,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,99.2418858,98.0441763,2273,5866
27,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Computer Engineering,99.2760664,97.3626686,2170,7911
28,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,98.9291637,97.6366742,3211,7089
29,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Information Technology,98.5828712,97.964123,4250,6106
30,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Computer Engineering,99.5295571,97.6403619,1410,7077
31,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,99.0258505,97.8065754,2921,6579
32,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Electrical Engineering,98.4671602,98.0374453,4597,5886
33,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,SC,Computer Engineering,98.4305255,97.8663752,4707,6399
34,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Computer Engineering,98.5181226,97.4595952,4444,7620
35,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,98.323778,97.4601522,5027,7618
36,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,98.134292,97.6043574,5596,7185
37,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Information Technology,98.4160917,97.5358274,4750,7391
38,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Information Technology,97.8065754,97.2283971,6579,8313
39,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,MI-MH,Information Technology,97.5329973,97.4624596,7400,7611
40,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,97.8787583,96.8186638,6362,9543
41,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Information Technology,97.4790321,96.8862508,7561,9340
42,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Electrical Engineering,98.156244,96.0282477,5530,11914
43,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,MI,Information Technology,98.7115006,96.3841754,3864,10846
44,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Information Technology,97.769552,96.8434161,6690,9468
45,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Information Technology,97.4790321,96.9378449,7561,9185
46,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,98.1349658,96.472706,5594,10580
47,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,97.1309732,97.1309732,8606,8606
48,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,98.9880315,96.3221336,3034,11032
49,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Computer Engineering,97.8178368,96.6086872,6545,10172
50,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,SC,Computer Engineering,97.2807517,96.7092973,8156,9871
51,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Computer Engineering,97.7392044,96.1081543,6781,11674
52,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,97.2111553,96.6633489,8365,10008
53,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Computer Engineering,97.7713362,96.1736745,6685,11478
54,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Computer Engineering,98.3058086,96.3024228,5081,11091
55,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Information Technology,97.3569138,96.4930621,7928,10519
56,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,97.2283971,96.462186,8313,10612
57,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Computer Engineering,97.769552,94.8984549,6690,15303
58,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,98.2037635,95.582729,5387,13250
59,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Computer Engineering,98.1024667,95.582729,5691,13250
60,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,96.9513636,96.1988719,9144,11402
61,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,MI-MH,Information Technology,96.9198881,96.2092924,9239,11371
62,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Computer Engineering,99.0020337,95.1396321,2992,14580
63,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,97.7872542,95.1396321,6637,14580
64,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,95.9583037,95.7091432,12124,12871
65,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Computer Engineering,96.4217829,95.3293762,10733,14010
66,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,96.1197339,95.6018293,11639,13193
67,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Information Technology,98.0767376,95.0419966,5768,14873
68,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,97.1847006,95.1149971,8444,14654
69,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.0632959,94.8692104,8809,15391
70,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,96.0459726,95.445301,11861,13663
71,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Information Technology,95.6029376,95.4571374,13190,13627
72,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Computer Engineering,96.7270799,94.5114997,9817,16464
73,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Information Technology,96.4217829,94.7959618,10733,15611
74,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,96.3315796,94.6532277,11004,16039
75,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,95.4607375,95.4571374,13616,13627
76,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,96.2662876,95.0850751,11200,14743
77,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Information Technology,96.6451245,94.6469248,10063,16058
78,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Computer Engineering,95.8135747,95.1149971,12558,14654
79,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,96.774658,94.0838243,9675,17747
80,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.7504615,93.9461665,6747,18160
81,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Computer Engineering,96.1795056,94.4333712,11460,16698
82,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,97.1309732,93.9121803,8606,18262
83,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Electrical Engineering,96.0291229,93.9573805,11911,18126
84,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,95.9847681,94.6495249,12044,16050
85,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Information Technology,95.2051835,94.29291,14383,17120
86,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,MI,Computer Engineering,97.4790321,92.8198061,7561,21539
87,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Electrical Engineering,95.6714547,93.9573805,12984,18126
88,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,94.9838648,94.280976,15047,17156
89,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,95.1404707,94.3362575,14577,16990
90,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Information Technology,97.3134328,93.7701957,8058,18688
91,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,95.1190305,93.8196123,14641,18540
92,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Information Technology,94.9002217,94.0029697,15298,17990
93,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,95.6090182,92.8130723,13171,21559
94,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,SC,Computer Engineering,95.7632883,93.3189344,12709,20042
95,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,94.9538024,93.6527455,15137,19040
96,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Information Technology,94.8692104,94.0594995,15391,17820
97,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,96.0722219,93.1221502,11782,20632
98,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Computer Engineering,94.9082722,93.8196123,15274,18540
99,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Computer Engineering,94.3125425,94.3125425,17061,17061
100,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Computer Engineering,95.4607375,93.0830039,13616,20750
101,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,95.2545256,92.9996682,14235,21000
102,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Information Technology,94.4073178,93.4562615,16777,19630
103,"Don Bosco Institute of Technology, Mumbai",MHT-CET,MI-MH,Information Technology,94.0029697,93.7141189,17990,18856
104,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Information Technology,94.5114997,92.9348086,16464,21194
105,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,95.2545256,92.7152945,14235,21853
106,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Information Technology,94.8726477,93.1647267,15381,20504
107,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,94.4723858,93.3189344,16581,20042
108,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,SC,Computer Engineering,94.2233079,93.2859511,17329,20141
109,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Computer Engineering,93.9682991,93.4712841,18094,19585
110,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Computer Engineering,93.5731551,93.5731551,19279,19279
111,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Information Technology,94.6495249,91.5409302,16050,25376
112,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,94.29291,92.2448203,17120,23264
113,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Computer Engineering,95.9847681,92.2346476,12044,23295
114,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,MI-MH,Information Technology,93.6527455,93.3189344,19040,20042
115,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,96.0282477,91.9143087,11914,24256
116,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,98.3558398,90.8966299,4931,27309
117,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Computer Engineering,97.3519362,91.8235378,7943,24528
118,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,MI-MH,Electronics and Telecommunication Engg,94.6506656,92.553697,16047,22337
119,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,93.6035862,92.6197648,19188,22139
120,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Computer Engineering,93.7594912,92.1444652,18720,23565
121,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,MI,Computer Engineering,97.9259472,88.9823699,6221,33052
122,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Computer Engineering,94.9838648,92.0451859,15047,23863
123,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Information Technology,93.9573805,92.2149174,18126,23354
124,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,93.8196123,92.287017,18540,23138
125,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Computer Engineering,94.3362575,90.92848,16990,27213
126,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,95.95134,90.5879529,12145,28235
127,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Computer Engineering,95.5557697,91.2502999,13331,26248
128,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,96.3074531,91.0466821,11076,26859
129,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,92.8198061,92.8198061,21539,21539
130,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,96.1081543,91.0449886,11674,26864
131,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,SC,Information Technology,93.3189344,92.2448203,20042,23264
132,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,95.7915734,91.4874509,12624,25536
133,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,93.1886737,92.1986824,20433,23403
134,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,92.8626955,92.3456435,21410,22962
135,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,97.8787583,91.1038771,6362,26687
136,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,92.8198061,91.973466,21539,24078
137,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,92.3456435,92.3456435,22962,22962
138,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Information Technology,93.6035862,91.5164369,19188,25449
139,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Computer Engineering,93.1639296,91.5777998,20507,25265
140,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,SC,Information Technology,92.8383769,91.2295664,21483,26310
141,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,92.6252847,91.6809035,22123,24956
142,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Information Technology,92.8198061,91.4761117,21539,25570
143,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Computer Engineering,92.8198061,91.5164369,21539,25449
144,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,93.7059922,90.1338268,18881,29597
145,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Computer Engineering,92.6510305,91.1518646,22045,26543
146,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,SC,Computer Engineering,92.0273348,91.4761117,23917,25570
147,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,93.4206172,89.9588516,19737,30122
148,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,92.9996682,90.6908949,21000,27926
149,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Computer Engineering,91.6809035,91.6809035,24956,24956
150,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Computer Engineering,91.6047864,91.6047864,25184,25184
151,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,SC,Computer Engineering,92.6265538,90.524615,22119,28425
152,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Computer Engineering,93.3030001,90.1338268,20090,29597
153,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Information Technology,91.5164369,91.5164369,25449,25449
154,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Information Technology,93.3513667,90.269681,19944,29190
155,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,MI-MH,Information Technology,91.8555998,91.1115395,24432,26664
156,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Information Technology,92.9996682,89.0325033,21000,32901
157,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Information Technology,92.7152945,90.5279576,21853,28415
158,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,OPEN,Computer Engineering,95.7915734,89.0594645,12624,32820
159,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,93.3030001,89.7480201,20090,30755
160,"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,92.8626955,89.5284491,21410,31413
161,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Information Technology,91.1864731,91.1864731,26439,26439
162,"Usha Mittal Institute of Technology SNDT  Women's University, Mumbai",MHT-CET,OPEN,Computer Engineering,95.1433309,88.3304859,14569,35007
163,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Computer Engineering,94.0838243,88.9608831,17747,33116
164,"A. P. Shah Institute of Technology, Thane",MHT-CET,OPEN,Computer Engineering,94.7959618,88.8543387,15611,33436
165,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Information Technology,91.6180999,90.524615,25144,28425
166,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,MI,Information Technology,93.6474925,89.3887863,19056,31832
167,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Computer Engineering,93.5601746,89.7209567,19318,30836
168,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Computer Engineering,90.9190268,90.9190268,27242,27242
169,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Information Technology,90.8966299,90.8966299,27309,27309
170,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Computer Engineering,91.1518646,90.5279576,26543,28415
171,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,93.018966,89.4839384,20942,31547
172,"A. P. Shah Institute of Technology, Thane",MHT-CET,OPEN,Computer Engineering,95.5165972,88.3304859,13449,35007
173,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,ST,Computer Engineering,92.5464629,89.0594645,22359,32820
174,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OPEN,Information Technology,92.0273348,89.1304347,23917,32607
175,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OBC,Computer Engineering,91.5409302,89.8715578,25376,30384
176,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Information Technology,91.5777998,89.8095193,25265,30570
177,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,MI,Computer Engineering,99.0283899,79.5309168,2913,61406
178,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Computer Engineering,92.287017,88.664007,23138,34007
179,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Information Technology,92.1986824,89.0325033,23403,32901
180,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,OPEN,Information Technology,93.1330675,89.5056923,20599,31482
181,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,95.1073753,88.2761636,14676,35170
182,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",MHT-CET,OBC,Information Technology,90.5561883,89.8715578,28330,30384
183,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,OBC,Computer Engineering,91.2295664,88.9568225,26310,33128
184,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Computer Engineering,90.9383249,88.9568225,27184,33128
185,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Electrical Engineering,92.8629709,87.2542051,21410,38236
186,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Computer Engineering,90.1338268,90.1338268,29597,29597
187,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,OPEN,Information Technology,91.6047864,89.082417,25184,32751
188,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Information Technology,90.9190268,88.786703,27242,33639
189,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OPEN,Information Technology,92.8626955,88.0563059,21410,35830
190,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Information Technology,89.8715578,89.8715578,30384,30384
