,college_name,score_type,seat_type,branch,max,min,Max Rank,Min Rank
2708,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Computer Engineering,35.978039,35.978039,192065,192065
2709,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,58.8006082,19.8474395,123597,240457
2710,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,35.6598862,35.6598862,193019,193019
2711,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,35.6598862,35.6598862,193019,193019
2712,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,35.6598862,35.6598862,193019,193019
2713,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electrical Engineering,35.6598862,35.6598862,193019,193019
2714,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Computer Engineering,50.5614783,23.9925869,148315,228021
2715,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Computer Engineering,35.3945703,35.3945703,193815,193815
2716,"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OBC,Computer Engineering,35.1475881,35.1475881,194556,194556
2717,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Computer Engineering,35.1475881,35.1475881,194556,194556
2718,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,35.1475881,35.1475881,194556,194556
2719,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,44.6471616,25.3179745,166058,224045
2720,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Computer Engineering,34.1210946,34.1210946,197636,197636
2721,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,39.3128682,28.4814025,182061,214555
2722,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,OBC,Computer Engineering,54.1664697,17.4354552,137500,247693
2723,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,32.5908894,32.5908894,202227,202227
2724,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OPEN,Electrical Engineering,32.2127079,32.2127079,203361,203361
2725,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,32.2127079,32.2127079,203361,203361
2726,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,SC,Computer Engineering,32.1061359,32.1061359,203681,203681
2727,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,MI-MH,Electrical Engineering,51.1072039,1.063022,146677,296810
2728,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,31.5015186,31.5015186,205495,205495
2729,"Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College, Mumbai",MHT-CET,MI,Electronics and Telecommunication Engg,71.1253958,5.2699106,86623,284190
2730,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,30.7400379,30.7400379,207779,207779
2731,"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,ST,Electronics and Telecommunication Engg,30.5619889,30.5619889,208313,208313
2732,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,64.4979119,7.104006,106505,278687
2733,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,79.0746326,2.757158,62775,291728
2734,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,MI,Information Technology,82.3877908,1.6129032,52835,295161
2735,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Computer Engineering,30.014662,30.014662,209955,209955
2736,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,SC,Computer Engineering,29.9372742,29.9372742,210187,210187
2737,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Computer Engineering,33.5099087,26.3140433,199469,221057
2738,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electrical Engineering,58.8113371,4.3556566,123565,286932
2739,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Computer Engineering,29.2342823,29.2342823,212296,212296
2740,"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,OPEN,Computer Engineering,28.6995083,28.6995083,213901,213901
2741,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,39.6081812,17.5093411,181175,247471
2742,"Bharat College of Engineering, Kanhor, Badlapur(W)",MHT-CET,OBC,Computer Engineering,28.4665226,28.4665226,214600,214600
2743,"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,SC,Electronics and Telecommunication Engg,28.1605922,28.1605922,215517,215517
2744,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,45.6704109,9.9445363,162988,270166
2745,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,35.3945703,19.2567241,193815,242229
2746,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electrical Engineering,46.1727561,5.5819534,161481,283254
2747,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,ST,Information Technology,26.7890081,26.7890081,219632,219632
2748,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,39.1582539,10.4981278,182524,268505
2749,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Electrical Engineering,28.6995083,23.9542468,213901,228137
2750,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Electrical Engineering,25.8381109,25.8381109,222485,222485
2751,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,ST,Computer Engineering,25.8381109,25.8381109,222485,222485
2752,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,46.941483,3.5945703,159175,289216
2753,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,ST,Computer Engineering,25.4603297,25.4603297,223618,223618
2754,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,39.5925136,12.6735864,181222,261979
2755,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,SC,Computer Engineering,23.9925869,23.9925869,228021,228021
2756,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",MHT-CET,ST,Information Technology,23.9925869,23.9925869,228021,228021
2757,"Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,43.3051128,4.5783474,170084,286264
2758,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,26.2202423,18.840167,221339,243479
2759,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,OBC,Computer Engineering,22.4871071,22.4871071,232538,232538
2760,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,48.2601391,2.1470211,155219,293558
2761,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Electronics and Telecommunication Engg,22.1694264,22.1694264,233491,233491
2762,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OBC,Electronics and Telecommunication Engg,29.3528763,14.7866072,211941,255640
2763,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,21.8821184,21.8821184,234353,234353
2764,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,21.8821184,21.8821184,234353,234353
2765,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Information Technology,21.8821184,21.8821184,234353,234353
2766,"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,21.5067519,21.5067519,235479,235479
2767,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,SC,Computer Engineering,22.2500723,20.232792,233249,239301
2768,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electrical Engineering,26.9007793,14.6195704,219297,256141
2769,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,20.232792,20.232792,239301,239301
2770,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,ST,Electronics and Telecommunication Engg,19.8474395,19.8474395,240457,240457
2771,"Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,19.8474395,19.8474395,240457,240457
2772,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OPEN,Information Technology,19.2567241,19.2567241,242229,242229
2773,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,35.8351101,4.0235666,192494,287929
2774,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Electrical Engineering,19.1072714,19.1072714,242677,242677
2775,"Smt. Indira Gandhi College of Engineering, Navi Mumbai",MHT-CET,OBC,Electrical Engineering,18.375784,18.375784,244872,244872
2776,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,ST,Information Technology,17.8380677,17.8380677,246485,246485
2777,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electrical Engineering,30.5619889,6.8230277,208313,279530
2778,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Computer Engineering,17.5316365,17.5316365,247404,247404
2779,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Electronics and Telecommunication Engg,17.5316365,17.5316365,247404,247404
2780,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,SC,Computer Engineering,21.5067519,12.9353233,235479,261193
2781,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,51.6740911,2.7133624,144977,291859
2782,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Information Technology,16.5730741,16.5730741,250280,250280
2783,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electrical Engineering,16.5730741,16.5730741,250280,250280
2784,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,29.3331437,10.5662165,212000,268301
2785,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,15.5460791,15.5460791,253361,253361
2786,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electrical Engineering,14.9912318,14.9912318,255026,255026
2787,"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,OPEN,Electronics and Telecommunication Engg,14.2210761,14.2210761,257336,257336
2788,"Terna Engineering College, Nerul, Navi Mumbai",MHT-CET,ST,Computer Engineering,12.4299468,12.4299468,262710,262710
2789,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,ST,Electrical Engineering,12.219415,12.219415,263341,263341
2790,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,OBC,Information Technology,22.2500723,0.4289983,233249,298713
2791,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,ST,Computer Engineering,11.2993545,11.2993545,266101,266101
2792,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OPEN,Electrical Engineering,12.2020044,10.0599952,263393,269819
2793,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Electrical Engineering,10.6465496,10.6465496,268060,268060
2794,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Electrical Engineering,10.4981278,10.4981278,268505,268505
2795,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,OBC,Electrical Engineering,15.5460791,6.4853556,253361,280543
2796,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,SC,Electrical Engineering,10.1982314,10.1982314,269405,269405
2797,"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",MHT-CET,ST,Computer Engineering,8.3872203,8.3872203,274838,274838
2798,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Electrical Engineering,8.0762868,8.0762868,275771,275771
2799,"Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering,Kharghar, Navi Mumbai",MHT-CET,ST,Computer Engineering,7.0709457,7.0709457,278787,278787
2800,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,OBC,Electronics and Telecommunication Engg,5.8080688,5.8080688,282575,282575
2801,"Indala College Of Engineering, Bapsai Tal.Kalyan",MHT-CET,SC,Information Technology,5.5819534,5.5819534,283254,283254
2802,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,OPEN,Electrical Engineering,5.5537174,5.5537174,283338,283338
2803,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electrical Engineering,5.3873489,5.3873489,283837,283837
2804,"Kalyani Charitable Trust , Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road , Nashik",MHT-CET,SC,Electrical Engineering,4.2387378,4.2387378,287283,287283
2805,"Ideal Institute of Technology, Wada, Dist.Thane",MHT-CET,ST,Electronics and Telecommunication Engg,4.2124186,4.2124186,287362,287362
2806,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",MHT-CET,ST,Computer Engineering,2.44018,2.44018,292679,292679
2807,"Atharva College of Engineering,Malad(West),Mumbai",MHT-CET,OBC,Electrical Engineering,1.4350851,1.4350851,295694,295694
2808,"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",MHT-CET,SC,Electronics and Telecommunication Engg,0.636761,0.636761,298089,298089
2809,"Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai",MHT-CET,ST,Computer Engineering,0.2032424,0.2032424,299390,299390
2810,"Saraswati Education Society's Saraswati College of Engineering,Kharghar Navi Mumbai",MHT-CET,ST,Computer Engineering,0.1228907,0.1228907,299631,299631
2811,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Computer Engineering,100.0,99.8298435,1,509
2812,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Computer Engineering,99.9952734,99.8176145,13,546
2813,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Information Technology,99.8720682,99.6872778,382,937
2814,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OPEN,Computer Engineering,100.0,99.5506787,1,1346
2815,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Computer Engineering,99.7353121,99.5918763,793,1223
2816,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Information Technology,99.7299218,99.5200383,809,1438
2817,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Information Technology,99.6625855,99.5735607,1011,1278
2818,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Computer Engineering,99.5887885,99.4658978,1232,1601
2819,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OPEN,Computer Engineering,99.7327762,99.3993283,800,1801
2820,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,99.6642989,99.344087,1006,1966
2821,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,99.4881273,99.352924,1534,1940
2822,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Computer Engineering,99.5887885,99.1691769,1232,2491
2823,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Computer Engineering,99.5403932,98.9954986,1377,3012
2824,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Information Technology,99.3335539,99.0665719,1998,2799
2825,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,99.2532022,99.0665719,2239,2799
2826,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Computer Engineering,99.3175031,98.8479706,2046,3455
2827,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,99.0258505,98.7137029,2921,3857
2828,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Computer Engineering,99.2760664,98.5259964,2170,4421
2829,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Computer Engineering,99.1089625,98.4671602,2672,4597
2830,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Electrical Engineering,98.9547367,98.543253,3134,4369
2831,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Information Technology,99.3023917,98.4625863,2091,4611
2832,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OPEN,Electrical Engineering,99.2153897,98.4461129,2352,4660
2833,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,99.352924,98.2085548,1940,5373
2834,"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",MHT-CET,OPEN,Computer Engineering,98.663881,98.663881,4007,4007
2835,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,MI,Computer Engineering,99.648823,97.9803335,1052,6058
2836,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Information Technology,98.907889,98.3393328,3275,4981
2837,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,99.2418858,98.0441763,2273,5866
2838,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Computer Engineering,99.2760664,97.3626686,2170,7911
2839,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,98.9291637,97.6366742,3211,7089
2840,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Information Technology,98.5828712,97.964123,4250,6106
2841,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Computer Engineering,99.5295571,97.6403619,1410,7077
2842,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,99.0258505,97.8065754,2921,6579
2843,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Electrical Engineering,98.4671602,98.0374453,4597,5886
2844,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,SC,Computer Engineering,98.4305255,97.8663752,4707,6399
2845,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Computer Engineering,98.5181226,97.4595952,4444,7620
2846,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,98.323778,97.4601522,5027,7618
2847,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,98.134292,97.6043574,5596,7185
2848,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Information Technology,98.4160917,97.5358274,4750,7391
2849,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Information Technology,97.8065754,97.2283971,6579,8313
2850,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,MI-MH,Information Technology,97.5329973,97.4624596,7400,7611
2851,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,SC,Electronics and Telecommunication Engg,97.8787583,96.8186638,6362,9543
2852,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Information Technology,97.4790321,96.8862508,7561,9340
2853,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,OBC,Electrical Engineering,98.156244,96.0282477,5530,11914
2854,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,MI,Information Technology,98.7115006,96.3841754,3864,10846
2855,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Information Technology,97.769552,96.8434161,6690,9468
2856,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Information Technology,97.4790321,96.9378449,7561,9185
2857,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,98.1349658,96.472706,5594,10580
2858,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,97.1309732,97.1309732,8606,8606
2859,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,98.9880315,96.3221336,3034,11032
2860,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Computer Engineering,97.8178368,96.6086872,6545,10172
2861,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,SC,Computer Engineering,97.2807517,96.7092973,8156,9871
2862,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Computer Engineering,97.7392044,96.1081543,6781,11674
2863,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,97.2111553,96.6633489,8365,10008
2864,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Computer Engineering,97.7713362,96.1736745,6685,11478
2865,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Computer Engineering,98.3058086,96.3024228,5081,11091
2866,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,OPEN,Information Technology,97.3569138,96.4930621,7928,10519
2867,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",MHT-CET,OPEN,Computer Engineering,97.2283971,96.462186,8313,10612
2868,"St. Francis Institute of Technology,Borivali, Mumbai",MHT-CET,OPEN,Computer Engineering,97.769552,94.8984549,6690,15303
2869,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",MHT-CET,OPEN,Electronics and Telecommunication Engg,98.2037635,95.582729,5387,13250
2870,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Computer Engineering,98.1024667,95.582729,5691,13250
2871,"Thadomal Shahani Engineering College, Bandra, Mumbai",MHT-CET,OPEN,Computer Engineering,96.9513636,96.1988719,9144,11402
2872,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",MHT-CET,MI-MH,Information Technology,96.9198881,96.2092924,9239,11371
2873,"Thakur College of Engineering and Technology, Kandivali, Mumbai",MHT-CET,OPEN,Computer Engineering,99.0020337,95.1396321,2992,14580
2874,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",MHT-CET,OBC,Electronics and Telecommunication Engg,97.7872542,95.1396321,6637,14580
2875,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,95.9583037,95.7091432,12124,12871
2876,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OBC,Computer Engineering,96.4217829,95.3293762,10733,14010
2877,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,96.1197339,95.6018293,11639,13193
2878,"Vidyalankar Institute of Technology,Wadala, Mumbai",MHT-CET,OPEN,Information Technology,98.0767376,95.0419966,5768,14873
2879,"Don Bosco Institute of Technology, Mumbai",MHT-CET,OPEN,Computer Engineering,97.1847006,95.1149971,8444,14654
2880,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",MHT-CET,OPEN,Computer Engineering,97.0632959,94.8692104,8809,15391
2881,"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",MHT-CET,OPEN,Information Technology,96.0459726,95.445301,11861,13663
2882,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",MHT-CET,ST,Information Technology,95.6029376,95.4571374,13190,13627
